,score,Emily_score,Greg_score,Jamal_score,Lakisha_score
263,0.15129142,0.08360078,0.05145863,0.081918195,0.043408655
264,0.08461962,0.08461962,0.08461962,0.08461962,0.08461962
265,0.55851805,0.06966753,0.06087483,0.06753657,0.05913826
266,0.085686006,0.038310587,0.042006105,0.053575672,0.032470778
267,0.080209374,0.13033482,0.15034913,0.16330503,0.10149301
268,0.27328917,0.15524425,0.23471077,0.24140972,0.15549047
269,0.0903749,0.13148162,0.15230563,0.15423618,0.15074258
270,0.15294985,0.07121344,0.060065374,0.084509425,0.07468728
271,0.38476345,0.35761878,0.43337363,0.44175747,0.38156465
272,0.087600626,0.08054732,0.07250988,0.07185884,0.05502885
273,0.4031682,0.15484428,0.24005947,0.31089434,0.18315594
274,0.66006,0.25155103,0.27896497,0.2926111,0.28968805
275,0.3747581,0.027151443,0.04219808,0.051659312,0.02383443
276,0.06871238,0.08899532,0.116198786,0.13483079,0.10662564
277,0.90123445,0.88824683,0.9156528,0.90173024,0.9017324
278,0.5876557,0.60458577,0.6327703,0.6364068,0.555087
279,0.7941791,0.7941791,0.7941791,0.7941791,0.7941791
280,0.07733513,0.06491288,0.05747051,0.06941519,0.06251722
281,0.24118248,0.32662433,0.35382724,0.3710395,0.2581488
282,0.10458391,0.09392275,0.090428345,0.09437268,0.091379076
283,0.7093121,0.7685952,0.7787971,0.770198,0.7738836
284,0.24208024,0.24208024,0.24208024,0.24208024,0.24208024
285,0.9545977,0.9090067,0.91886085,0.9017541,0.9101138
286,0.489831,0.489831,0.489831,0.489831,0.489831
287,0.030778052,0.08670254,0.054497875,0.08217295,0.0552755
288,0.31089434,0.097743526,0.0992987,0.11312266,0.09229737
289,0.15071952,0.15071952,0.15071952,0.15071952,0.15071952
290,0.27605885,0.055262495,0.0800108,0.068526365,0.063585415
291,0.09955517,0.24103305,0.21655025,0.2643864,0.18954535
292,0.51336324,0.4691179,0.52555525,0.5452094,0.4669543
293,0.48179033,0.48179033,0.48179033,0.48179033,0.48179033
294,0.10126702,0.10126702,0.10126702,0.10126702,0.10126702
295,0.5876557,0.5876557,0.5876557,0.5876557,0.5876557
296,0.66426164,0.07152264,0.040381093,0.07653482,0.048626747
297,0.69844663,0.08362931,0.07682841,0.09946649,0.065513976
298,0.60976285,0.25161907,0.31089434,0.30462423,0.20224226
299,0.15304057,0.052419454,0.03158601,0.056725953,0.031312957
300,0.16621335,0.18477596,0.24165353,0.24712029,0.21327442
301,0.14244115,0.07843644,0.062527694,0.10265226,0.05443215
302,0.18987936,0.11802725,0.23080513,0.20137428,0.105640195
303,0.16138244,0.24217503,0.27360037,0.26142722,0.24885485
304,0.039566983,0.10754487,0.05528058,0.11175732,0.06649999
305,0.1648116,0.03671826,0.053880043,0.05374199,0.037840106
306,0.7072278,0.052584,0.049771708,0.06307576,0.053947326
307,0.8606264,0.85661983,0.8785311,0.8606264,0.8593192
308,0.23098822,0.09159044,0.09754455,0.13176703,0.078645624
309,0.11462412,0.049038865,0.059338056,0.06055596,0.059360348
310,0.18383698,0.17936063,0.19957052,0.20693943,0.1562405
311,0.7687773,0.44076127,0.4831564,0.46989065,0.48992306
312,0.403258,0.42977336,0.4455468,0.4362384,0.44935006
313,0.077251814,0.077251814,0.077251814,0.077251814,0.077251814
314,0.19703627,0.021970622,0.04994343,0.04436422,0.032025013
315,0.08282042,0.121320285,0.10773857,0.13960443,0.1106793
316,0.16562942,0.16562942,0.16562942,0.16562942,0.16562942
317,0.86057556,0.86057556,0.86057556,0.86057556,0.86057556
318,0.5876557,0.1038833,0.109978296,0.13499314,0.09961117
319,0.74238217,0.054830395,0.034627046,0.047567982,0.028520929
320,0.026343009,0.07014883,0.073071785,0.10889997,0.054545887
321,0.06181444,0.055789355,0.058874853,0.063700795,0.053321365
322,0.69542736,0.69542736,0.69542736,0.69542736,0.69542736
323,0.04982783,0.04982783,0.04982783,0.04982783,0.04982783
324,0.30548313,0.30548313,0.30548313,0.30548313,0.30548313
325,0.04687326,0.053786844,0.05615232,0.070939444,0.053388394
326,0.55231047,0.10833456,0.114744656,0.13887061,0.11811026
327,0.1221247,0.1221247,0.1221247,0.1221247,0.1221247
328,0.15207899,0.09224246,0.09622518,0.10112827,0.07989111
329,0.08857831,0.08857831,0.08857831,0.08857831,0.08857831
330,0.034049656,0.0023336362,0.005109587,0.004201139,0.0035099408
331,0.8796209,0.106573455,0.0448762,0.086767636,0.039197754
332,0.49047223,0.03751084,0.053636834,0.0510597,0.04438784
333,0.11764767,0.11764767,0.11764767,0.11764767,0.11764767
334,0.09328615,0.08083697,0.065390505,0.087017804,0.068851374
335,0.23673004,0.10657344,0.0448762,0.08676763,0.039197754
336,0.09258821,0.104009144,0.120130256,0.13728382,0.10428862
