,score,he_score,she_score,they_score
538,0.045606952,0.06508703,0.090037376,0.053035278
539,0.4475,0.4530441,0.48791435,0.46312895
540,0.13173768,0.17937043,0.21406364,0.1514818
541,0.17386262,0.15304027,0.15425158,0.13855864
542,0.054476514,0.062430486,0.079662524,0.05687915
543,0.44627354,0.45203763,0.49925157,0.47344953
544,0.3894653,0.32061896,0.36690885,0.34928283
545,0.02269181,0.02817216,0.038927887,0.023900272
546,0.34294683,0.24981733,0.24472506,0.24712743
547,0.085527405,0.0445804,0.0445804,0.0445804
548,0.05337673,0.05348161,0.053574774,0.038728014
549,0.17458332,0.16456781,0.15350427,0.17458336
550,0.31089434,0.30108163,0.3132012,0.26943576
551,0.7326542,0.7093121,0.76843333,0.7093121
552,0.04924047,0.047956217,0.0745372,0.046490572
553,0.05944112,0.16246894,0.16246894,0.16246894
554,0.07224629,0.08047691,0.09707909,0.06460447
555,0.044719238,0.056194525,0.058631964,0.053002913
556,0.40322217,0.4546518,0.44867483,0.4423735
557,0.18660724,0.31089434,0.31089434,0.3164076
558,0.14863998,0.11223112,0.1551576,0.10387719
559,0.036166806,0.040523976,0.0576624,0.033990283
560,0.42824683,0.38089675,0.3969446,0.40336922
561,0.05165909,0.068231545,0.09525529,0.053497948
562,0.057417497,0.078656934,0.081936724,0.06170902
563,0.14938805,0.06624842,0.15870878,0.09649217
564,0.1745412,0.15461841,0.18573411,0.1507521
565,0.034495726,0.03306493,0.03382456,0.029702531
566,0.9156528,0.9156528,0.9156528,0.9156528
567,0.09932165,0.089705855,0.09378287,0.08931183
568,0.06839983,0.07201894,0.071779035,0.058066715
569,0.057105843,0.05714173,0.05714173,0.05714173
570,0.10173915,0.11803612,0.12683547,0.10726477
571,0.9534995,0.9480856,0.9491776,0.94333714
572,0.05377597,0.05377597,0.090971746,0.075171344
573,0.28918394,0.30290037,0.29020566,0.28918394
574,0.40229455,0.40956777,0.5078751,0.40229455
575,0.06916183,0.07248885,0.09751712,0.06926074
576,0.042891003,0.07112835,0.09007625,0.055083554
577,0.24280374,0.19879514,0.23958716,0.18712506
578,0.07864476,0.07838483,0.08330601,0.0709551
579,0.07778618,0.030118626,0.039340906,0.030318717
580,0.0711615,0.06765807,0.08489491,0.06068723
581,0.24036339,0.24036339,0.24036339,0.24036339
582,0.05520166,0.05916335,0.07617189,0.05723493
583,0.31089434,0.3375741,0.3187533,0.3508525
584,0.24019015,0.31089434,0.29657158,0.27376696
585,0.062597886,0.07218249,0.09408274,0.061831955
586,0.056962248,0.06730131,0.0899408,0.056962267
587,0.9481969,0.9371562,0.9491026,0.9373439
588,0.07757681,0.062026978,0.053281672,0.048385184
589,0.112126604,0.1382921,0.15239666,0.14039037
590,0.079561844,0.09995929,0.102164716,0.082166746
591,0.15752526,0.15046193,0.13763748,0.111061744
592,0.059441123,0.7929594,0.7929594,0.7929594
593,0.03993362,0.04245807,0.049765702,0.033702075
594,0.05944112,0.22813028,0.22813028,0.22813028
595,0.24045779,0.25033784,0.3220191,0.24134676
596,0.035529412,0.04059268,0.053346965,0.03876721
597,0.8058244,0.80288506,0.794439,0.79941046
598,0.11575189,0.11205131,0.14719146,0.10154848
599,0.9609181,0.9498178,0.94992846,0.9437604
600,0.06378483,0.05681939,0.0651252,0.06105056
601,0.17588179,0.17190759,0.18953843,0.16899575
602,0.05944112,0.05944112,0.05944112,0.040159274
603,0.11202012,0.11141927,0.15258944,0.10692939
604,0.34913343,0.28995416,0.31089434,0.28023165
605,0.08150238,0.08150238,0.08150238,0.08150238
606,0.118449315,0.09576609,0.118228026,0.09364519
607,0.10403779,0.10952477,0.115270376,0.10924444
608,0.33855185,0.3810102,0.3807511,0.3724234
609,0.10449884,0.091814846,0.121114396,0.079498045
610,0.4511588,0.45503697,0.53490317,0.4383327
611,0.041514594,0.0590144,0.071890354,0.04542577
612,0.8606264,0.8745229,0.8747392,0.87357867
613,0.07013478,0.06102628,0.07299367,0.055550132
614,0.05553439,0.05553439,0.05553439,0.05553439
615,0.9323476,0.93418187,0.9325495,0.9327863
616,0.09641591,0.081061885,0.07647106,0.076338306
617,0.08294281,0.08477877,0.10063297,0.07953676
618,0.05427879,0.1051225,0.09409949,0.08721467
619,0.19981275,0.23981701,0.24064897,0.2016296
620,0.08961379,0.08141969,0.10060173,0.07790528
621,0.070132434,0.075550534,0.07724725,0.07262354
622,0.030396521,0.051728595,0.057063818,0.030403238
623,0.10907451,0.1354616,0.15196966,0.11689703
624,0.94012696,0.9328835,0.9451081,0.9325987
625,0.23619968,0.25066224,0.28049958,0.20775686
626,0.047963597,0.059372887,0.07072132,0.05641037
627,0.8426697,0.80786526,0.8355208,0.79777354
628,0.9128604,0.93232936,0.93232936,0.89988834
629,0.24224527,0.23791888,0.24346289,0.22666198
630,0.46643856,0.4427083,0.4455929,0.43990538
631,0.104123645,0.104123645,0.104123645,0.104123645
632,0.029670281,0.04370136,0.05705887,0.035638034
633,0.24229446,0.16826746,0.18640062,0.15410708
634,0.7450597,0.7495778,0.77533877,0.7656204
635,0.08923766,0.069039844,0.086619526,0.06441471
636,0.21181528,0.21181528,0.23234785,0.16129294
637,0.10370448,0.0748799,0.101276696,0.064245544
638,0.18966517,0.15546788,0.19163549,0.14489052
639,0.08331823,0.06331993,0.06206667,0.068776846
640,0.21770081,0.17216377,0.19672745,0.18610083
641,0.038150534,0.04482309,0.05757887,0.03842256
642,0.1802152,0.21604285,0.25566244,0.23771372
643,0.04805753,0.052915893,0.03976242,0.04805753
644,0.2511892,0.26408398,0.34516546,0.24214695
645,0.02489574,0.03523457,0.05220245,0.029752748
646,0.31089434,0.32180056,0.3356266,0.31159914
647,0.35120735,0.41972455,0.41452712,0.37057924
648,0.112738244,0.10338143,0.10276864,0.102137364
649,0.061571047,0.055208772,0.079192415,0.07365112
650,0.54810655,0.6202433,0.6050418,0.57706636
651,0.110554434,0.110554434,0.110554434,0.11135849
652,0.02759671,0.5241811,0.5241811,0.5241811
653,0.08527506,0.089467905,0.11059432,0.0686707
654,0.5379911,0.50945586,0.3231364,0.2176973
655,0.054403834,0.07258745,0.09145852,0.06000363
656,0.02607945,0.026495181,0.03874862,0.027012631
657,0.07517094,0.07517095,0.10039436,0.0801102
658,0.108959936,0.13216823,0.15036839,0.11423443
659,0.42294177,0.45825604,0.46618208,0.4207384
660,0.09287724,0.096361645,0.1001178,0.09290016
661,0.07929686,0.06370462,0.06549891,0.051183246
662,0.05944112,0.041425236,0.041425236,0.041425236
663,0.05944112,0.1547251,0.1547251,0.1547251
664,0.15410559,0.13236539,0.1612461,0.10200439
665,0.93232936,0.9218487,0.93232936,0.91603893
666,0.69109195,0.742768,0.7093121,0.7093121
667,0.074258156,0.1393968,0.21127978,0.13857947
668,0.2581208,0.30337113,0.36091086,0.26898366
669,0.1416836,0.15783009,0.22597377,0.1341571
670,0.69542736,0.6826989,0.6826989,0.6826989
671,0.27832094,0.23943208,0.27852803,0.20237619
672,0.057268593,0.071316585,0.071316585,0.071316585
673,0.40454325,0.31089434,0.35436398,0.12955539
674,0.061478224,0.06780583,0.08000058,0.06453816
675,0.060975093,0.06510078,0.06823288,0.068333216
676,0.15912859,0.15912859,0.15912859,0.09357975
677,0.042763498,0.045241173,0.05111283,0.044514947
678,0.07955505,0.067248985,0.10075648,0.06527355
679,0.04666842,0.05081082,0.06298126,0.041975997
680,0.06368457,0.075719446,0.10151523,0.06607573
681,0.10913237,0.10913237,0.10913237,0.079821505
682,0.049866185,0.059366,0.079325214,0.05239055
683,0.45906365,0.46511403,0.48054245,0.48986244
684,0.07278895,0.06417009,0.0769548,0.062752336
685,0.98379236,0.9498432,0.94988436,0.9326971
686,0.106812626,0.12830326,0.16187048,0.11762829
687,0.07745882,0.07592701,0.08703685,0.07733089
688,0.05103503,0.05102109,0.063648835,0.041775033
689,0.92384785,0.93254346,0.9480856,0.93067175
690,0.78830934,0.794439,0.7951728,0.794439
691,0.8072683,0.8198983,0.8318992,0.8161481
692,0.55775607,0.5154597,0.53490317,0.49495295
693,0.091958456,0.076415844,0.07739658,0.08492364
694,0.089390896,0.07991253,0.0935967,0.062788874
695,0.43831775,0.4452459,0.41654524,0.5154597
696,0.9156528,0.91022176,0.9156528,0.9248719
697,0.060059443,0.063369945,0.06682506,0.06406119
698,0.052754194,0.06320976,0.084812835,0.054818623
699,0.72588134,0.7028881,0.74450135,0.6637392
700,0.14981848,0.14858434,0.19123544,0.15316863
701,0.058900207,0.058900207,0.06405634,0.05817534
702,0.055141788,0.06078691,0.07531338,0.056707233
703,0.90174496,0.90181166,0.91183144,0.9017368
704,0.7093121,0.31089434,0.35448742,0.31089434
705,0.6546509,0.5515315,0.5527543,0.49772507
706,0.20359606,0.15396973,0.25930172,0.11477027
707,0.24160413,0.35110334,0.44725946,0.3496815
708,0.10079707,0.14944223,0.15476333,0.10546293
709,0.11559978,0.100847386,0.119020045,0.09206943
710,0.05250841,0.064868115,0.07004288,0.055677604
711,0.9783024,0.9642207,0.96437985,0.95601076
712,0.077661574,0.0944639,0.110197455,0.08449394
713,0.2910201,0.28091472,0.31089434,0.26937264
714,0.12761053,0.18223895,0.2415513,0.16251868
715,0.047963597,0.059372887,0.07072132,0.05641037
716,0.19999255,0.3206363,0.31784457,0.28623965
717,0.14994456,0.16841362,0.15590666,0.12800668
718,0.50131947,0.52414846,0.55137855,0.47195226
719,0.14030169,0.15356442,0.21334898,0.1503631
720,0.07171983,0.087151885,0.14749722,0.070393756
721,0.055098556,0.0570485,0.07475248,0.056980055
722,0.8873347,0.9023532,0.9156528,0.90175366
723,0.053754475,0.052885916,0.058592193,0.052617457
724,0.11528053,0.07271383,0.06797147,0.063278034
725,0.9168351,0.9202951,0.9220464,0.918785
726,0.069349065,0.07477659,0.09440107,0.065985434
727,0.07816498,0.07816497,0.10053729,0.07245029
728,0.07228253,0.08168657,0.11729455,0.066058226
729,0.10519248,0.106883995,0.12975453,0.1015021
730,0.051680703,0.08599503,0.07793384,0.08062426
731,0.07032794,0.059402682,0.081318714,0.05258631
732,0.03045339,0.054002225,0.06270917,0.03148056
733,0.08283485,0.1533274,0.19374405,0.10080683
734,0.07833474,0.07756079,0.0897043,0.07436388
735,0.062387343,0.04900526,0.052512974,0.041112754
736,0.0736146,0.07988482,0.09847164,0.078048944
737,0.15355147,0.14865737,0.17369774,0.14467472
738,0.05481947,0.06468872,0.07191131,0.056671888
739,0.803362,0.8219719,0.7686145,0.7945106
740,0.034739163,0.03938288,0.050817482,0.035629734
741,0.063520566,0.08243243,0.113416106,0.062179945
742,0.5021772,0.3543554,0.7104053,0.1757508
743,0.15478359,0.1527884,0.1850475,0.15818149
744,0.15591596,0.15719938,0.17574728,0.15128109
745,0.19485256,0.5154597,0.31089434,0.20248744
746,0.10189793,0.17295733,0.50766283,0.10682816
747,0.97772795,0.9788353,0.98443294,0.9780174
748,0.2413867,0.27921847,0.29482877,0.24229339
749,0.33800617,0.3338116,0.42370558,0.3288601
750,0.2815739,0.28031087,0.42175674,0.17054644
751,0.17932825,0.2923539,0.27862605,0.17344299
752,0.058986444,0.06813235,0.07215145,0.06173622
753,0.022553278,0.02995718,0.035183508,0.02454075
754,0.88630205,0.88630205,0.9156528,0.88866884
755,0.08353589,0.14220874,0.18171357,0.09368883
756,0.08546342,0.08133392,0.09876005,0.07890063
757,0.057251167,0.05334953,0.067958556,0.052752517
758,0.08686327,0.08142316,0.09600999,0.08467585
759,0.24557804,0.17577937,0.25795105,0.15150364
760,0.06268437,0.065790534,0.06476428,0.061219286
761,0.3515948,0.3149128,0.36436516,0.31245986
762,0.06395047,0.07931351,0.10378303,0.06335229
763,0.043420453,0.037702262,0.048449676,0.039324194
764,0.034175787,0.044814344,0.0522013,0.040266454
765,0.15423034,0.16305092,0.16907895,0.152558
766,0.13821991,0.1515395,0.15043959,0.1554111
767,0.053979263,0.056903265,0.0814334,0.053855624
768,0.05463183,0.058166597,0.07651136,0.05206179
769,0.26908055,0.24448383,0.30895236,0.24085715
770,0.663263,0.794439,0.80330914,0.7617138
771,0.794439,0.79536706,0.79688036,0.7925222
772,0.7701864,0.8105168,0.8105168,0.8060606
773,0.11605858,0.11605858,0.11495838,0.100903206
774,0.59619665,0.5375814,0.60484236,0.52367085
775,0.06499795,0.052215837,0.06145726,0.048820827
776,0.040519223,0.724196,0.724196,0.724196
777,0.31089434,0.32059065,0.35641253,0.31089434
778,0.114057966,0.18538384,0.30485976,0.15072913
779,0.05293985,0.06266676,0.08312004,0.051825564
780,0.07946362,0.10689805,0.122121096,0.082866564
781,0.07611038,0.092191376,0.154683,0.104418576
782,0.06903815,0.0777737,0.08513803,0.07268969
783,0.071197465,0.07250317,0.100286804,0.062005196
784,0.12216771,0.12265896,0.14401767,0.105304115
785,0.08076817,0.058829848,0.08076817,0.052296344
786,0.31503913,0.22355306,0.1918375,0.17900588
787,0.07572563,0.08575427,0.07788172,0.053675663
788,0.4685424,0.3014761,0.29646,0.22380868
789,0.37106347,0.34615397,0.3739661,0.3496496
790,0.4049721,0.4350315,0.46521425,0.40336278
791,0.8999926,0.90172905,0.9156528,0.8989854
792,0.09099468,0.09409654,0.10449711,0.073071785
793,0.06134462,0.06403842,0.073750325,0.05928863
794,0.23330833,0.20540419,0.24046364,0.21584696
795,0.43348688,0.43132594,0.40322492,0.4201602
796,0.8015401,0.79970884,0.77181405,0.794439
797,0.13938345,0.13174467,0.1518901,0.1317007
798,0.24261537,0.19910489,0.22838137,0.1949415
799,0.17719315,0.16423021,0.16052729,0.16867194
800,0.084100716,0.091820374,0.11576961,0.078476876
801,0.021054344,0.04395212,0.05591133,0.036020037
802,0.8060606,0.7443719,0.72437596,0.69542736
803,0.05653097,0.059142794,0.0673453,0.05604
804,0.8606264,0.8606264,0.8606264,0.8606264
805,0.14609496,0.108297326,0.124471165,0.10367329
806,0.050702594,0.060368344,0.0608159,0.053030744
807,0.7451949,0.7704778,0.78901273,0.7683303
808,0.07639667,0.067561544,0.09064589,0.05976069
809,0.053466957,0.9152536,0.08494107,0.048078228
810,0.511202,0.46627635,0.5413265,0.37654307
811,0.07814992,0.08120157,0.08522621,0.07738427
812,0.17558716,0.17066988,0.23405905,0.16673018
813,0.16020647,0.16916707,0.18493916,0.1626195
814,0.07920877,0.07413603,0.10225925,0.05511733
815,0.035849214,0.04640336,0.060530413,0.04200793
816,0.0652331,0.067029014,0.08519661,0.05503705
817,0.06996025,0.053804137,0.0693528,0.057363346
818,0.8060606,0.69855,0.7169855,0.68091
819,0.9323448,0.9324703,0.9327344,0.9328195
820,0.2560006,0.19443959,0.2184808,0.16831197
821,0.11141743,0.15215199,0.13207994,0.10972354
822,0.062354002,0.06737759,0.062275756,0.0639948
823,0.79084677,0.6364068,0.6364068,0.68922126
824,0.10491954,0.20358264,0.18118079,0.14659937
825,0.18339375,0.38206384,0.38793662,0.3233686
826,0.06608032,0.087938175,0.103600234,0.07997002
827,0.94992846,0.94992846,0.9480856,0.950591
828,0.31814468,0.285511,0.34242663,0.29310256
829,0.06567516,0.061349608,0.06886708,0.056923643
830,0.43204185,0.45664087,0.46666905,0.45376298
831,0.04788964,0.044196956,0.05050002,0.043306615
832,0.052037008,0.06339021,0.087083936,0.056048073
833,0.3187049,0.20353718,0.3554428,0.35250995
834,0.18367387,0.40329617,0.48062122,0.31089434
835,0.05650105,0.050434563,0.057377066,0.048319627
836,0.16805199,0.24253914,0.45740002,0.45740002
837,0.9480856,0.94992846,0.94992846,0.94971955
838,0.10050836,0.116948865,0.111538894,0.1255625
839,0.95584613,0.95584613,0.95584613,0.95584613
840,0.14982742,0.25776967,0.32040668,0.17810093
841,0.69542736,0.71183985,0.7655489,0.69542736
842,0.10049295,0.06348056,0.10705796,0.061148655
843,0.6555612,0.6601395,0.7154791,0.6364068
844,0.15124375,0.14376447,0.11239993,0.08157149
845,0.40878507,0.38440263,0.40338,0.40878507
846,0.5196198,0.5196198,0.5196198,0.5196198
847,0.12426777,0.13268967,0.1260928,0.138349
848,0.3350453,0.3350453,0.3350453,0.3350453
849,0.07147688,0.07147688,0.22878717,0.22878717
850,0.07849311,0.07849312,0.10581705,0.07287141
851,0.15082425,0.15003027,0.1881461,0.15184046
852,0.60471165,0.5176692,0.48169595,0.48256487
853,0.23013866,0.18749481,0.18318167,0.19849692
854,0.059480462,0.06739935,0.08673456,0.058671933
855,0.13605687,0.10176647,0.14106941,0.08835792
856,0.5154597,0.5364295,0.5876557,0.51494855
857,0.00981964,0.0511464,0.03614151,0.02643583
858,0.16299537,0.20717159,0.19601816,0.19147502
859,0.82098097,0.8606264,0.8606264,0.85664046
860,0.5548781,0.55274934,0.63106406,0.56147885
861,0.25342152,0.32292977,0.3571752,0.2900416
862,0.08894269,0.06591605,0.095920324,0.057983343
863,0.08441877,0.08817242,0.115474895,0.06782216
864,0.8107085,0.83061343,0.8060606,0.82483095
865,0.108316824,0.10716703,0.107734196,0.11150846
866,0.09973623,0.10659797,0.12420292,0.10903693
867,0.93242353,0.9156528,0.9315113,0.9080888
868,0.10163258,0.10937277,0.12401516,0.10596071
869,0.2572541,0.27321398,0.32809862,0.29010588
870,0.07971035,0.18639459,0.26406544,0.13848865
871,0.112803206,0.16207695,0.23956706,0.14952199
872,0.06542577,0.06842046,0.10026426,0.060126193
873,0.039547037,0.04363164,0.07406845,0.049602065
874,0.83366966,0.830419,0.8355208,0.8298248
875,0.035224594,0.84899974,0.84899974,0.84899974
876,0.12183025,0.1880834,0.27353743,0.15330274
877,0.064813204,0.07703816,0.09274024,0.06011609
878,0.056858674,0.058005232,0.06639651,0.05312551
879,0.074951194,0.069635496,0.07919077,0.06917456
880,0.04517423,0.060622178,0.066861495,0.05175625
881,0.15378854,0.14710283,0.23026943,0.13634449
882,0.18052824,0.17483906,0.18825585,0.15739214
883,0.03853894,0.042107273,0.050972797,0.038391504
884,0.07077027,0.1206806,0.19001845,0.0893593
885,0.066811666,0.08210672,0.14922489,0.076040015
886,0.1893921,0.34348997,0.37299612,0.15731658
887,0.499931,0.37540329,0.45260862,0.42551166
888,0.06987059,0.080416866,0.080416866,0.080416866
889,0.10552446,0.08500016,0.09936308,0.07758701
890,0.066569746,0.070222095,0.062465034,0.060158603
891,0.7300493,0.605115,0.6709311,0.6059742
892,0.10371816,0.10977003,0.14887394,0.10123646
893,0.19121765,0.1969354,0.23873238,0.17937021
894,0.07609155,0.06043195,0.07646354,0.06460395
895,0.08006303,0.102301314,0.14983517,0.088956445
896,0.051644426,0.051644426,0.051644426,0.051644426
897,0.49341914,0.42851323,0.420632,0.4033843
898,0.08749044,0.08749043,0.10966168,0.0915307
899,0.050807815,0.050807815,0.07908114,0.051380508
900,0.15304404,0.14017786,0.17651413,0.1173587
901,0.23977546,0.2995883,0.31089434,0.23974408
902,0.124134265,0.12214721,0.1504621,0.111513264
903,0.88919896,0.90183324,0.88919896,0.89905334
904,0.10079533,0.10285797,0.12808669,0.09417474
905,0.10559179,0.116934106,0.15355162,0.111066446
906,0.5932872,0.6233165,0.69542736,0.63598335
907,0.04517169,0.03956865,0.05489412,0.030820569
908,0.062203705,0.08018941,0.10820863,0.064875014
909,0.08875295,0.072431676,0.09165177,0.06889735
910,0.13973036,0.27919367,0.39981824,0.23099592
911,0.20014313,0.21885423,0.20354582,0.17166753
912,0.06360007,0.063867584,0.06736083,0.06177809
913,0.6659716,0.66494864,0.5876557,0.6356541
914,0.074195735,0.074195735,0.074195735,0.07012653
915,0.23214447,0.25852957,0.31509963,0.24006772
916,0.1529012,0.1702381,0.23980026,0.13103612
917,0.05637399,0.054244965,0.071633875,0.042471755
918,0.83749837,0.8561195,0.8538737,0.8368199
919,0.12902886,0.116154626,0.13688673,0.10545667
920,0.15240286,0.17801633,0.24561436,0.15504955
921,0.05375374,0.07048149,0.09171836,0.052198555
922,0.059594613,0.08609597,0.10864399,0.0681369
923,0.8060606,0.8565573,0.8060606,0.8115934
924,0.70701236,0.69542736,0.7689769,0.69804215
925,0.049722526,0.05652637,0.082986675,0.044103418
926,0.11458649,0.111029975,0.13910607,0.1078395
927,0.24934101,0.24934101,0.31356964,0.21654452
928,0.110566005,0.12790105,0.15280756,0.11128134
929,0.18657036,0.38531172,0.4948947,0.35205463
930,0.90201586,0.9057527,0.9031478,0.90595067
931,0.058344368,0.06792014,0.08804067,0.059239466
932,0.118345164,0.11256002,0.13115829,0.11100795
933,0.3088934,0.53527427,0.6670548,0.428439
934,0.027515644,0.03013136,0.0356583,0.021082265
935,0.11968285,0.095340475,0.10760319,0.08162521
936,0.05944112,0.13972324,0.13972324,0.13972324
937,0.535954,0.51547635,0.5531769,0.488205
938,0.14702517,0.23879395,0.38554764,0.18021685
939,0.31089434,0.3339286,0.325756,0.31089434
940,0.0448379,0.05038621,0.061153747,0.04584643
941,0.15151249,0.15182255,0.16280456,0.14802648
942,0.7093121,0.7685537,0.7758435,0.7450402
943,0.12986204,0.13932522,0.13716085,0.1396672
944,0.45014006,0.5154597,0.55090815,0.50718206
945,0.071148716,0.059009533,0.07433058,0.05243089
946,0.10999383,0.09900859,0.118804775,0.09261128
947,0.6920811,0.616576,0.65540236,0.553218
948,0.13668035,0.10868002,0.12290397,0.10066688
949,0.47303715,0.62858504,0.6722793,0.40314546
950,0.33519873,0.33519873,0.40326542,0.15138641
951,0.5237354,0.5410442,0.51898044,0.5154597
952,0.11256603,0.1100007,0.14912438,0.106378086
953,0.034919564,0.049811628,0.065333195,0.04397032
954,0.057348303,0.057348303,0.057348303,0.042953275
955,0.041519623,0.031600635,0.049560096,0.02760416
956,0.063634284,0.053511966,0.062191896,0.054709177
957,0.12214479,0.091577716,0.11903892,0.088977836
958,0.14988439,0.17272481,0.18501669,0.15542132
959,0.079270095,0.08710472,0.13860089,0.06457542
960,0.37709805,0.48568767,0.53490317,0.4433612
961,0.06885709,0.064639136,0.07502902,0.06415199
962,0.13233685,0.18655495,0.19284748,0.1510429
963,0.93232936,0.93242073,0.9325021,0.9306235
964,0.059441123,0.092605144,0.092605144,0.092605144
965,0.08710947,0.08710947,0.08710947,0.08008963
966,0.039965384,0.05720272,0.0685205,0.04716094
967,0.46364796,0.43574658,0.45415494,0.4033441
968,0.44961327,0.46431863,0.48710108,0.45286462
969,0.074297905,0.07263204,0.12721458,0.05989046
970,0.6289916,0.56187737,0.6438165,0.5606584
971,0.07975511,0.079446845,0.107334025,0.07022469
972,0.09547668,0.18515523,0.16434412,0.20216271
973,0.08701388,0.09540194,0.13340244,0.0806617
974,0.1077185,0.1077185,0.1077185,0.11132565
975,0.06506295,0.09854674,0.122612216,0.08133897
976,0.32245123,0.27147698,0.32245123,0.27478912
977,0.07012137,0.06812471,0.07842974,0.06686757
978,0.048226494,0.05990308,0.07509086,0.05206845
979,0.12262169,0.14440931,0.23967524,0.099352695
980,0.07307005,0.06548456,0.06548456,0.06548456
981,0.21640044,0.24000974,0.26013035,0.22763309
982,0.44385245,0.32006857,0.35386044,0.31089434
983,0.05793075,0.06499163,0.073207885,0.06006868
984,0.074732356,0.07944609,0.099400364,0.0784313
985,0.045331515,0.056678414,0.090050004,0.090050004
986,0.117065445,0.13037124,0.16855487,0.10456894
987,0.21516788,0.2396083,0.24160026,0.23958932
988,0.4192576,0.36495653,0.40322888,0.32810804
989,0.4423079,0.44491532,0.46795177,0.43898615
990,0.267159,0.26969865,0.25853887,0.26928023
991,0.17755824,0.17136522,0.24008085,0.15549733
992,0.04993397,0.04993397,0.04993397,0.049046483
993,0.059441123,0.1516465,0.16403624,0.16403624
994,0.15082458,0.15420017,0.16999379,0.1534876
995,0.07876892,0.10202644,0.14614844,0.08841527
996,0.05051186,0.057936225,0.06186987,0.044951357
997,0.052955862,0.07574205,0.108423695,0.052334506
998,0.7093121,0.7527117,0.8060606,0.74511784
999,0.31089434,0.1618173,0.21987697,0.17457774
1000,0.8392213,0.84795934,0.8355208,0.84961665
1001,0.023899183,0.019999675,0.037955184,0.017599473
1002,0.05389917,0.05668378,0.07212515,0.05284776
1003,0.08598444,0.080039136,0.08924993,0.0766277
1004,0.059709158,0.068183824,0.07580185,0.059984665
1005,0.054889992,0.106008396,0.13561529,0.08331052
1006,0.06618756,0.13978465,0.1889326,0.09527272
1007,0.0540841,0.062167823,0.07342203,0.05381952
1008,0.07526083,0.10182806,0.14375474,0.08869194
1009,0.093263894,0.093263894,0.093263894,0.093263894
1010,0.09082727,0.085795216,0.101963915,0.08104207
1011,0.07658054,0.16923101,0.16923101,0.16923101
1012,0.32881397,0.403942,0.44673878,0.40161213
1013,0.1701047,0.22599368,0.30744585,0.19357522
1014,0.18456568,0.18811472,0.21422447,0.18680595
1015,0.31441665,0.175051,0.4596195,0.41147128
1016,0.044325545,0.120583504,0.14980076,0.07761125
1017,0.055568192,0.08573911,0.08573911,0.07480235
1018,0.7682183,0.75173455,0.76821727,0.768303
1019,0.08446052,0.085346945,0.099900134,0.05891879
1020,0.04573024,0.051175527,0.06846199,0.05028739
1021,0.19683017,0.22880052,0.23033683,0.19376706
1022,0.18944171,0.29043248,0.34957612,0.24364033
1023,0.5135021,0.49499673,0.5176497,0.46310627
1024,0.04563169,0.07730437,0.07730437,0.07730437
1025,0.108670965,0.16390356,0.23749857,0.13112645
1026,0.42061025,0.5251679,0.42812222,0.42812222
1027,0.065233916,0.07294114,0.09485913,0.057391096
1028,0.22213434,0.19893888,0.25768653,0.18803622
1029,0.053316444,0.04973546,0.06769332,0.04584734
1030,0.1545925,0.24058907,0.23402663,0.15261766
1031,0.18164794,0.18164796,0.19078955,0.17310493
1032,0.053422913,0.06274244,0.08600962,0.055612803
1033,0.16531281,0.09569519,0.1512818,0.13160096
1034,0.06010017,0.059084427,0.07344975,0.05625656
1035,0.047598165,0.05934399,0.07509347,0.045207713
1036,0.044583686,0.053702444,0.060413867,0.04807251
1037,0.056085493,0.060687114,0.06381509,0.057841685
1038,0.07181057,0.10045966,0.1158802,0.06830571
1039,0.2404058,0.19532652,0.21161094,0.17985453
1040,0.07306315,0.032610904,0.084637426,0.050680097
1041,0.13371061,0.14938258,0.1552414,0.15229195
1042,0.088582374,0.09791759,0.09902999,0.09487703
1043,0.30333892,0.17608234,0.18573473,0.15277693
1044,0.004623771,0.02905418,0.035136893,0.015037517
1045,0.07943527,0.07943529,0.37119526,0.09431625
1046,0.9327283,0.9327283,0.93232936,0.92822
1047,0.85299516,0.84009045,0.8355208,0.83311796
1048,0.062273663,0.062273663,0.062273663,0.06292065
1049,0.16313514,0.1923031,0.24228296,0.14889069
1050,0.24020013,0.31659082,0.3610994,0.27905443
1051,0.053885393,0.07666689,0.103665754,0.06158799
1052,0.28035745,0.34894836,0.4195674,0.31089434
1053,0.15452385,0.17814669,0.22633591,0.18190591
1054,0.3499135,0.24748436,0.31155106,0.24984819
1055,0.2217396,0.24151172,0.27951062,0.2404347
1056,0.10680637,0.10680638,0.23967364,0.1932217
1057,0.18831374,0.19990265,0.18946148,0.18965116
1058,0.03395928,0.039465535,0.06986772,0.03395928
1059,0.050323393,0.050323393,0.06409536,0.04262727
1060,0.27005306,0.2597341,0.29032707,0.27117795
1061,0.078227445,0.09361303,0.11206239,0.08015556
1062,0.5602893,0.49513578,0.55522215,0.42197824
1063,0.8573627,0.7428004,0.7131761,0.7131761
1064,0.10687415,0.120182544,0.17056018,0.117738545
1065,0.06425912,0.06425912,0.104978226,0.07215258
1066,0.110455826,0.17650269,0.2401454,0.13880868
1067,0.74524015,0.7591856,0.768064,0.758004
1068,0.5154597,0.44426492,0.46593636,0.4441006
1069,0.050318852,0.04987301,0.058496278,0.050302073
1070,0.10612251,0.09031532,0.10363692,0.07695813
1071,0.2505282,0.2505282,0.2505282,0.2505282
1072,0.7687679,0.78660697,0.76999384,0.77507836
1073,0.053558692,0.053212546,0.06365072,0.053227957
