,score,he_score,she_score,they_score
140,0.15489314,0.1856656,0.23994873,0.16161431
141,0.07915405,0.08232396,0.10906467,0.08452263
142,0.05015247,0.04975756,0.0511909,0.04010411
143,0.04695707,0.04290338,0.05471057,0.04668434
144,0.10391962,0.08938062,0.13914965,0.07699184
145,0.07601539,0.09919391,0.090277664,0.09717468
146,0.046107296,0.055722076,0.06795305,0.042702645
147,0.88824683,0.8968715,0.90648293,0.90182114
148,0.07703456,0.075119436,0.086189166,0.061227426
149,0.21713704,0.41121385,0.54194844,0.31089434
150,0.18472211,0.14710978,0.18423812,0.118482105
151,0.15238462,0.11067053,0.15434088,0.11269824
152,0.8027093,0.8510113,0.8606264,0.8561306
153,0.2772309,0.26762468,0.31089434,0.24254309
154,0.11271561,0.11213522,0.12797813,0.09685201
155,0.054834843,0.06659492,0.076496705,0.068312086
156,0.6364068,0.652284,0.66621035,0.6364068
157,0.14066526,0.11730378,0.15436251,0.11502852
158,0.8188232,0.82064986,0.8355208,0.82813597
159,0.14651248,0.23983777,0.21047145,0.15666038
160,0.2492594,0.2350159,0.2518928,0.2223957
161,0.29759037,0.3094112,0.39916897,0.24199025
162,0.09940146,0.10560923,0.13259043,0.08768417
163,0.08858929,0.078952834,0.095703505,0.06922339
164,0.18831274,0.18456605,0.21541978,0.17644958
165,0.049077794,0.048239473,0.06054469,0.06054469
166,0.04163818,0.07290659,0.082590595,0.059980482
167,0.3692117,0.30011165,0.33056343,0.2700222
168,0.10583533,0.12930737,0.15086964,0.11581115
169,0.9809793,0.98055196,0.98691446,0.98561275
170,0.046148308,0.055539347,0.0735487,0.050277572
171,0.06057201,0.07405427,0.09911794,0.06638503
172,0.08301908,0.12021359,0.12817244,0.09628801
173,0.06734976,0.06350335,0.06800813,0.06343647
174,0.05989338,0.0515561,0.0574692,0.04660359
175,0.15061039,0.15384193,0.15181138,0.15054187
176,0.07666424,0.06784776,0.084777534,0.05783014
177,0.31089434,0.18001518,0.21037999,0.15054417
178,0.1520822,0.13429177,0.18222876,0.100217775
179,0.17528991,0.15794323,0.18128231,0.16919653
180,0.07466536,0.091801904,0.3587358,0.056238446
181,0.05944112,0.6930898,0.6930898,0.6930898
182,0.0816597,0.076247714,0.08417749,0.06968791
183,0.6329967,0.6045096,0.6050504,0.5876557
184,0.50110745,0.4337481,0.42932504,0.48809463
185,0.10199297,0.15498173,0.19923608,0.14340292
186,0.31597897,0.31149364,0.37797362,0.28136972
187,0.40337256,0.40313607,0.40311813,0.36457562
188,0.062419713,0.06599558,0.08412959,0.059609085
189,0.43297496,0.06891298,0.07918265,0.037849884
190,0.24596424,0.23451452,0.30332422,0.18986143
191,0.046512604,0.05747251,0.073932916,0.051420778
192,0.9156528,0.9228161,0.9194387,0.9156528
193,0.09738527,0.09300678,0.120649494,0.070171796
194,0.5236459,0.4943578,0.600096,0.5236459
195,0.14872846,0.14888483,0.12996247,0.12928621
196,0.11563963,0.14064342,0.15513518,0.13865446
197,0.03026587,0.03026587,0.03026587,0.025266841
198,0.35924178,0.3903856,0.37205642,0.35433158
199,0.077490956,0.09378117,0.1229293,0.083112955
200,0.052513674,0.057120312,0.07653018,0.05405953
201,0.116582155,0.14533718,0.18984006,0.10211002
202,0.24783513,0.24783513,0.2423223,0.18390635
203,0.08829987,0.07084421,0.089763775,0.069251865
204,0.05944112,0.26204643,0.26204643,0.26204643
205,0.8606264,0.8533189,0.8533189,0.8533189
206,0.044894043,0.046641577,0.06404471,0.03871746
207,0.08000853,0.06471107,0.104467876,0.050988562
208,0.11395618,0.09140802,0.15424588,0.09564585
209,0.07977445,0.06560386,0.09881135,0.057875544
210,0.16659325,0.15426558,0.22949435,0.1532959
211,0.059954137,0.051351618,0.06755883,0.046918426
212,0.15903862,0.15903862,0.15903862,0.148827
213,0.11146096,0.11961651,0.14657481,0.114995606
214,0.070152104,0.07292426,0.083180726,0.071494654
215,0.057165954,0.07475554,0.0897242,0.05690392
216,0.046767235,0.049302302,0.04886003,0.046432454
217,0.12182257,0.12633955,0.18653965,0.11294253
218,0.8383149,0.85837984,0.8606264,0.8455918
219,0.10794613,0.1402578,0.12839165,0.11331511
220,0.08195132,0.09832924,0.12371537,0.095388465
221,0.16371034,0.15786757,0.18089795,0.16365306
222,0.02990017,0.02990017,0.036824528,0.029900186
223,0.05626528,0.078799106,0.063515514,0.05810908
224,0.12413077,0.15354596,0.2534481,0.14702499
225,0.24191797,0.2410076,0.2614693,0.22230645
226,0.15221134,0.09620097,0.12550479,0.10379651
227,0.9118058,0.8606264,0.8785311,0.8060606
228,0.23706844,0.23706844,0.23706844,0.23706844
229,0.066688366,0.06712077,0.08069453,0.052516803
230,0.05077752,0.060359422,0.059550937,0.052549057
231,0.09569076,0.13837439,0.15269293,0.12908925
232,0.06959803,0.07373926,0.083673045,0.07226238
233,0.06504321,0.08012039,0.09967049,0.06799968
234,0.066214636,0.0600561,0.06871998,0.059159722
235,0.13431121,0.21833824,0.24907069,0.165648
236,0.06307163,0.08746479,0.081509344,0.06307163
237,0.06915366,0.06250343,0.09159975,0.06316634
238,0.8963407,0.88824683,0.8858514,0.8785311
239,0.08897896,0.08897896,0.08897896,0.08897896
240,0.83161294,0.8486306,0.8510024,0.8500274
241,0.23554309,0.24050839,0.28268024,0.18571505
242,0.079108596,0.09267876,0.10610745,0.09152473
243,0.07371932,0.07827558,0.10338836,0.06948297
244,0.9156528,0.93232936,0.9480856,0.9319074
245,0.07069091,0.07959095,0.0970835,0.07239872
246,0.058986496,0.061974835,0.07750659,0.060686488
247,0.0537125,0.06184818,0.079683356,0.058811903
248,0.1793229,0.19240747,0.24007036,0.1793229
249,0.060471233,0.054821733,0.050369628,0.050273977
250,0.55558276,0.55558276,0.55558276,0.55558276
251,0.50002795,0.50002795,0.50002795,0.50002795
252,0.11635198,0.056574356,0.15510347,0.11537464
253,0.08354763,0.06921052,0.07209613,0.06995606
254,0.5004583,0.4630358,0.53490317,0.40586874
255,0.3318687,0.32286066,0.39325917,0.31089434
256,0.9255576,0.93232936,0.94590706,0.93232936
257,0.30076405,0.30076405,0.30076405,0.30076405
258,0.056045707,0.054674104,0.06551079,0.04284588
259,0.2531901,0.32912716,0.3610366,0.31089434
260,0.93232936,0.93232936,0.93232936,0.93232936
261,0.15331848,0.15148085,0.1550815,0.17529528
262,0.5154597,0.6364068,0.6629886,0.61602044
263,0.9275914,0.08176674,0.08176674,0.08176674
264,0.1716082,0.274414,0.24085937,0.18675902
265,0.10750645,0.11584421,0.14501621,0.10651686
266,0.16463158,0.15948881,0.19976792,0.15140337
267,0.9248883,0.93232936,0.9251954,0.9279825
268,0.049170475,0.057249736,0.057249736,0.057249736
269,0.05944112,0.05592539,0.05592539,0.05592539
270,0.09682217,0.09114655,0.1236285,0.08039142
271,0.71161956,0.71973604,0.73867375,0.71968865
272,0.13284437,0.15060313,0.24112542,0.12662251
273,0.23959132,0.24435109,0.2512939,0.21639521
274,0.90108424,0.9017403,0.89747596,0.8932614
275,0.91560316,0.91662645,0.9308243,0.9061172
276,0.068262964,0.077623345,0.09051924,0.0672512
277,0.10723134,0.07845094,0.0905635,0.07303738
278,0.9754116,0.97991824,0.9806133,0.9793869
279,0.2704152,0.2648486,0.28804216,0.25509492
280,0.08801411,0.104166605,0.14120412,0.09178183
281,0.94992846,0.94992846,0.94992846,0.94992846
282,0.08129281,0.08029172,0.09973843,0.07180696
283,0.068821274,0.053946845,0.07971619,0.0490752
284,0.06335888,0.05711501,0.06250076,0.04862932
285,0.13107525,0.2413186,0.15350695,0.15100431
286,0.13773619,0.14052251,0.14955789,0.12486054
287,0.15131342,0.15103734,0.18138145,0.1541282
288,0.04124285,0.04124285,0.04124285,0.03960539
289,0.2406597,0.19097719,0.24214362,0.17839037
290,0.06441015,0.08041999,0.08293782,0.06441015
291,0.053626265,0.052772265,0.063295804,0.050095305
292,0.063583754,0.0744717,0.085889645,0.06717804
293,0.09680884,0.12200254,0.15131927,0.11221452
294,0.07375108,0.059883207,0.068329565,0.05610995
295,0.16565481,0.15229675,0.14419144,0.14159033
296,0.96153444,0.95009184,0.958585,0.9499369
297,0.31089434,0.36757064,0.4168733,0.30397037
298,0.58442014,0.584513,0.5636778,0.5876557
299,0.050788373,0.055635225,0.062597744,0.042533975
300,0.25303105,0.25303105,0.25303105,0.24182965
301,0.15317206,0.15412594,0.23960882,0.11957525
302,0.114424825,0.13075127,0.17280948,0.114424825
303,0.08039692,0.08166245,0.10157139,0.07747879
304,0.06926957,0.101196684,0.15416417,0.08690628
305,0.24011151,0.19254953,0.19129436,0.19584857
306,0.046150662,0.062120706,0.07611318,0.0567871
307,0.10142714,0.09175051,0.1058657,0.094620995
308,0.21643522,0.23991665,0.24774063,0.19539098
309,0.24016422,0.239778,0.26132625,0.20419222
310,0.534068,0.39970478,0.53490317,0.40319672
311,0.26801646,0.17909947,0.18869802,0.15382692
312,0.090569116,0.090569116,0.13947648,0.09651714
313,0.07339464,0.09915643,0.13451137,0.083432905
314,0.90710735,0.8925291,0.89356667,0.8642064
315,0.13445278,0.12229082,0.14820133,0.12226316
316,0.05501147,0.058742393,0.063153565,0.05501147
317,0.0357217,0.041216806,0.05052673,0.035064567
318,0.26746556,0.24293244,0.2663589,0.24074095
319,0.5311947,0.5154597,0.53490317,0.40814176
320,0.14976099,0.104019284,0.12702295,0.0758101
321,0.096911654,0.11441679,0.31089434,0.062119335
322,0.05886504,0.077263944,0.08476779,0.06254144
323,0.9912967,0.9816472,0.9854701,0.9897058
324,0.079053946,0.07452236,0.10094865,0.07293393
325,0.19067533,0.19536385,0.28332976,0.17105883
326,0.124703296,0.11260992,0.15046312,0.124703296
327,0.80934924,0.81173164,0.8322533,0.80659354
328,0.05672521,0.05775313,0.0647901,0.05716244
329,0.31843778,0.35537285,0.36866146,0.345807
330,0.55639523,0.5127136,0.568839,0.53490317
331,0.14928776,0.19248728,0.24230652,0.16021319
332,0.0702915,0.082554266,0.13494496,0.0702915
333,0.052629136,0.06197625,0.07420389,0.048416216
334,0.067144,0.07893254,0.11046354,0.066778556
335,0.14896668,0.15582925,0.16985084,0.14863366
336,0.11836907,0.1501235,0.19359477,0.13707586
337,0.062048364,0.954164,0.074575804,0.058175292
338,0.04995078,0.053695697,0.06277606,0.04823555
339,0.14528832,0.14528832,0.18962114,0.14219192
340,0.071705595,0.07533853,0.078878425,0.0728992
341,0.9480856,0.9480856,0.94887024,0.9480856
342,0.09499631,0.13650632,0.18864118,0.10441158
343,0.0475992,0.057070892,0.08219262,0.045892935
344,0.13499002,0.14886676,0.18742917,0.14602667
345,0.40802893,0.45066032,0.48879617,0.4033909
346,0.11452932,0.1384405,0.15312895,0.12294132
347,0.15400687,0.24098292,0.28799823,0.19244716
348,0.2544367,0.2409221,0.31089434,0.2235748
349,0.93232936,0.9183724,0.93232936,0.9189098
350,0.02492401,0.02343309,0.041722365,0.027848054
351,0.071142465,0.078126565,0.10475756,0.07321066
352,0.14304435,0.15007164,0.1676691,0.14304435
353,0.27452248,0.18592611,0.28164935,0.16540839
354,0.20578295,0.19256276,0.20383584,0.1551156
355,0.8643232,0.88009465,0.88050926,0.8785311
356,0.17299293,0.2474293,0.31089434,0.31089434
357,0.07855702,0.085588284,0.08731499,0.075115934
358,0.83799046,0.8355208,0.8574647,0.8353238
359,0.17426437,0.21837988,0.2606254,0.18198499
360,0.0938628,0.13335606,0.12202472,0.11517717
361,0.8369305,0.7886741,0.82104206,0.82459426
362,0.9017957,0.89118457,0.9011028,0.88824683
363,0.36079562,0.30649978,0.30880922,0.24624766
364,0.30211157,0.31089434,0.35148346,0.28492457
365,0.9897058,0.98162526,0.9815262,0.97903436
366,0.70778245,0.70778245,0.71604264,0.7093121
367,0.5154597,0.5154597,0.5154597,0.5154597
368,0.08538386,0.11910718,0.18873349,0.10115535
369,0.2410418,0.24488506,0.25327286,0.24964024
370,0.93232936,0.93232936,0.9411975,0.93232936
371,0.0337538,0.043477997,0.052120954,0.036764722
372,0.041245487,0.06515366,0.07528974,0.0509625
373,0.20429525,0.24135996,0.26780456,0.31089434
374,0.058740318,0.06702786,0.08572155,0.058290835
375,0.04128336,0.049266588,0.059897467,0.04819084
376,0.09660383,0.122534394,0.15453699,0.10632891
377,0.1244581,0.15171485,0.16861396,0.11703319
378,0.16637136,0.14882725,0.15380882,0.12550518
379,0.06225771,0.06976059,0.07102702,0.058140438
380,0.059441123,0.4981737,0.5154597,0.5154597
381,0.95691293,0.93251026,0.9452077,0.93272763
382,0.09422715,0.119068295,0.18512464,0.09346469
383,0.07952609,0.07534317,0.077448994,0.055731107
384,0.11360241,0.07952447,0.10383,0.1277166
385,0.037009686,0.036521267,0.04694035,0.031312734
386,0.28535515,0.31335026,0.31736308,0.31269172
387,0.06089551,0.06261964,0.087295994,0.05773557
388,0.095604,0.08358988,0.11861899,0.079085805
389,0.07391177,0.11876818,0.14373896,0.09442435
390,0.1488619,0.1488619,0.3066524,0.18074352
391,0.93232936,0.93232936,0.93232936,0.93232936
392,0.10124101,0.1838634,0.1838634,0.1838634
393,0.3385775,0.33123997,0.40312997,0.31763792
394,0.14923127,0.12019871,0.14081106,0.103065304
395,0.1076963,0.054480977,0.16547129,0.1319027
396,0.24168697,0.19181836,0.23975988,0.15859282
397,0.27104142,0.26821643,0.27104142,0.24603207
398,0.93232936,0.91716933,0.93175375,0.9156528
399,0.067576,0.082177,0.09441567,0.061286543
400,0.045405146,0.056215692,0.07810529,0.05501178
401,0.11663961,0.12776148,0.11599619,0.12578942
402,0.14871095,0.15378453,0.18346356,0.14683369
403,0.033470728,0.048959576,0.054050688,0.037531544
404,0.14093824,0.15161566,0.16873185,0.15126535
405,0.8224513,0.80596775,0.8271321,0.80050415
406,0.11795622,0.10247274,0.15049155,0.09287853
407,0.05554601,0.07347325,0.114183895,0.0557056
408,0.69542736,0.6946749,0.70760715,0.6556086
409,0.74468416,0.7453443,0.7075488,0.67253655
410,0.08555394,0.09556986,0.10959392,0.08421309
411,0.069495015,0.072893806,0.088750675,0.060054023
412,0.61465096,0.6346197,0.6642905,0.6506224
413,0.18697038,0.18861665,0.22119884,0.19063024
414,0.059627704,0.085357636,0.12545049,0.07626521
415,0.10225793,0.06853083,0.09615474,0.060866553
416,0.09310889,0.11475203,0.18788473,0.10725471
417,0.078372955,0.076209724,0.098466426,0.06050614
418,0.05944112,0.08207272,0.08207272,0.08207272
419,0.9324579,0.9288781,0.9156528,0.93232936
420,0.120869726,0.120869726,0.120869726,0.120869726
421,0.07664853,0.097487815,0.12960663,0.08251783
422,0.07149443,0.11040639,0.15032908,0.08082289
423,0.059441123,0.1258339,0.1258339,0.1258339
424,0.8606264,0.88824683,0.88824683,0.87724096
425,0.05276006,0.06532566,0.087756954,0.0583533
426,0.8955031,0.89188766,0.8988549,0.88869375
427,0.066141844,0.06609674,0.086002,0.06565607
428,0.05068796,0.045025673,0.046560083,0.04008461
429,0.13248013,0.37779495,0.38621068,0.17074105
430,0.13110071,0.11055806,0.1285985,0.09854549
431,0.07892819,0.1076355,0.15380502,0.07892819
432,0.05007609,0.7943796,0.7943796,0.7943796
433,0.24027362,0.16503811,0.18154225,0.1570942
434,0.5154597,0.554554,0.60510534,0.5256268
435,0.16173474,0.15452683,0.16868216,0.1610271
436,0.114747584,0.081441835,0.1456997,0.13796775
437,0.9017535,0.8990261,0.89467657,0.89942616
438,0.11416473,0.110939994,0.11954082,0.09894749
439,0.28823733,0.18728194,0.2689029,0.1424715
440,0.029405601,0.028710913,0.04469722,0.02716311
441,0.078395806,0.06780215,0.10611866,0.06821758
442,0.08646074,0.15033169,0.24029721,0.11062875
443,0.14358826,0.10748619,0.13100839,0.08548644
444,0.050106373,0.051360022,0.05726878,0.04129221
445,0.075914666,0.068292595,0.06452977,0.041297708
446,0.16425991,0.10583578,0.14908487,0.10801733
447,0.11365984,0.11365984,0.11365984,0.11365984
448,0.04779574,0.054462343,0.055752996,0.050386146
449,0.95887,0.94992846,0.94992846,0.94992846
450,0.3383854,0.31100264,0.278574,0.27779803
451,0.09325448,0.097760156,0.115266345,0.09393268
452,0.069456704,0.08006545,0.081600845,0.077551365
453,0.16162439,0.16319488,0.18643141,0.16692586
454,0.15532082,0.37805894,0.27881736,0.26819894
455,0.061789468,0.069553226,0.08961198,0.06329301
456,0.03327759,0.036084928,0.03931365,0.031083228
457,0.091971055,0.090493545,0.09287853,0.09237007
458,0.82656413,0.8606264,0.8785311,0.83594924
459,0.075945616,0.09692056,0.107437834,0.07158478
460,0.80501926,0.8600428,0.8615073,0.8355208
461,0.70688164,0.7093121,0.69542736,0.7363209
462,0.37834576,0.4276602,0.46877122,0.40515277
463,0.07084848,0.15075386,0.17740513,0.10586835
464,0.07353016,0.08301701,0.105624594,0.07644244
465,0.053239327,0.06221319,0.07602018,0.054790914
466,0.1112557,0.10296317,0.12631103,0.1051574
467,0.062078673,0.061427683,0.041081626,0.054128133
468,0.050514344,0.10230795,0.11603346,0.073270515
469,0.88483423,0.88684314,0.8935274,0.8848342
470,0.063100286,0.0718013,0.08887644,0.06582241
471,0.7945656,0.77606124,0.7706161,0.74487376
472,0.19473033,0.16806126,0.19323146,0.1866716
473,0.05230063,0.052118056,0.060358707,0.043175958
474,0.10511001,0.10279189,0.10279189,0.10279189
475,0.07148286,0.073022924,0.077540085,0.06947315
476,0.075836524,0.075836524,0.075836524,0.075836524
477,0.04911387,0.051767603,0.05677566,0.047850233
478,0.056173023,0.05433183,0.07834874,0.055267945
479,0.0761841,0.07913614,0.09150288,0.07474597
480,0.11852796,0.14328775,0.15909609,0.114113696
481,0.06160702,0.06750881,0.07008906,0.05582934
482,0.25712392,0.3079417,0.31354254,0.28637457
483,0.31089434,0.31899768,0.3255321,0.31089434
484,0.44168162,0.442749,0.43868414,0.43699402
485,0.04563169,0.25535595,0.25535595,0.25535595
486,0.043422397,0.08101523,0.15098508,0.08914716
487,0.53490317,0.3585504,0.4917028,0.28309178
488,0.2829586,0.24141844,0.27953634,0.24074611
489,0.11957879,0.15092224,0.23996001,0.11579268
490,0.052271966,0.05431734,0.06189385,0.05160138
491,0.15401441,0.14248349,0.15401441,0.13441873
492,0.9666078,0.96128047,0.9545511,0.9564255
493,0.14926715,0.1798002,0.19185095,0.14902785
494,0.932527,0.932527,0.932527,0.8942235
495,0.28787482,0.24072932,0.29317614,0.2081419
496,0.06286938,0.09641958,0.16285281,0.07420152
497,0.048301265,0.04655206,0.053274367,0.048301265
498,0.059677918,0.06344112,0.07506672,0.055106767
499,0.079398826,0.07863043,0.10194405,0.06299907
500,0.056221444,0.059748944,0.08281859,0.056735467
501,0.18834415,0.20410079,0.21186675,0.18186665
502,0.2407683,0.24268195,0.2995814,0.20945846
503,0.14906016,0.33773503,0.33773503,0.26965168
504,0.110485666,0.09337979,0.14100873,0.08348825
505,0.14571625,0.15458916,0.24052235,0.13039127
506,0.055367485,0.062192004,0.064537406,0.059084788
507,0.109896615,0.09503862,0.12358128,0.08893604
508,0.06906842,0.06341183,0.08033942,0.0577062
509,0.044419147,0.074747466,0.10170908,0.058791
510,0.8638115,0.8638115,0.8638115,0.8785941
511,0.11630872,0.074991934,0.05184065,0.0589625
512,0.832729,0.8308548,0.8317477,0.82806927
513,0.18762176,0.14891891,0.1936874,0.10525914
514,0.40315184,0.40331247,0.4289014,0.40309918
515,0.13613173,0.13299057,0.15365034,0.12660977
516,0.33340392,0.32506132,0.31462145,0.31089434
517,0.20372495,0.21778063,0.24936856,0.21236373
518,0.16220559,0.20801601,0.2791759,0.17129815
519,0.03809822,0.059531882,0.069960944,0.04948225
520,0.2774239,0.24175055,0.31089434,0.2522825
521,0.401103,0.376083,0.42356306,0.35780197
522,0.10991172,0.15074232,0.16642381,0.13312295
523,0.05944112,0.057403043,0.057403043,0.057403043
524,0.44644186,0.46930665,0.5154597,0.47041214
525,0.06757046,0.071855344,0.08401405,0.069790706
526,0.15392318,0.15341328,0.38040623,0.2409807
527,0.033541977,0.05109478,0.08183031,0.038069833
528,0.05994111,0.072651885,0.08352402,0.061479867
529,0.104643136,0.09659788,0.12066808,0.093566656
530,0.8060606,0.8060606,0.8060606,0.8060606
531,0.20083646,0.14680347,0.2216444,0.11299896
532,0.08606959,0.098409854,0.13184154,0.08636981
533,0.72851974,0.72581553,0.7324676,0.74453497
534,0.092823155,0.0528879,0.07834421,0.054299816
535,0.03859469,0.05545573,0.069570005,0.049018055
536,0.15208814,0.10115843,0.119960465,0.096998446
537,0.15392476,0.15050702,0.15510276,0.16029905
